SKU_ID,Date,Page_traffic,Revenue($),Unit_price,Units_sold,Segment,1_Star_Rating,2_Star_Rating,3_Star_Rating,4_Star_Rating,5_Star_Rating,Image_Count,Bullet_Count,Title_Count,Description_Length,num_unique_Search_Terms,Organic Search Rank,Num_of_Promotions,Sum of Spend,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns,Clicks_video,Cost_video,Impressions_video,num_unique_campaigns_offline,Units_sold>1000
SKU1510,10-07-2021,151.0,0,20.09952607,0,Skincare,33,23,46,94,648,12,6,65,124,1,33.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU995,29-10-2022,3069.0,30023,28.62059104,1049,Makeup,108,85,232,511,3402,10,7,152,186,9,29.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1544,15-01-2022,3889.0,31856,28.67326733,1111,Makeup,0,0,0,0,0,13,6,90,67,0,24.0,0,0.0,1449,3438.976957,260072,2,4330,56344.76,5344861,2,1
SKU1901,22-01-2022,2276.0,11997,24.38414634,492,Hair Care,98,82,216,448,2967,12,6,66,124,1,23.0,0,0.0,1227,3915.112489,279949,4,3219,40244.28,3856872,2,0
SKU1758,09-10-2021,2288.0,28836,27.20377358,1060,Makeup,74,46,127,185,978,10,7,113,209,2,15.0,0,0.0,0,0.0,0,0,9522,102695.19,8531176,6,1
SKU1924,03-07-2021,4332.0,11412,10.02811951,1138,Makeup,54,35,80,165,1070,8,7,118,209,2,29.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1930,03-09-2022,2090.0,22058,33.93538462,650,Makeup,67,40,173,273,1677,7,8,125,221,2,8.0,0,0.0,633,2052.059188,145644,2,0,0.0,0,0,0
SKU389,13-02-2021,389.0315298,3695,20.6424581,179,Skincare,52,27,41,0,0,7,6,84,62,2,34.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU402,12-11-2022,1359.0,30280,31.05641026,975,Makeup,145,84,226,420,2622,10,6,72,129,10,9.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1025,19-02-2022,4352.0,16514,14.77101968,1118,Skincare,150,100,283,598,4058,2,6,90,62,6,3.0,0,0.0,974,1947.636279,158150,2,5379,61559.15,6156021,2,1
SKU1544,29-05-2021,3960.0,34047,29.68352223,1147,Makeup,0,0,0,0,0,13,6,90,67,2,16.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1731,29-01-2022,1384.0,27501,27.89148073,986,Skincare,83,56,146,328,2134,12,7,117,209,3,37.0,0,0.0,0,0.0,0,0,3479,40244.28,3856872,2,0
SKU252,05-02-2022,6968.0,38435,21.78854875,1764,Skincare,78,65,155,306,1754,13,7,113,209,1,3.0,0,0.0,1516,3551.585098,210188,4,5379,61559.15,6156021,2,1
SKU1376,31-07-2021,2923.0,26623,24.65092593,1080,Makeup,44,33,108,220,1621,12,7,118,209,7,13.0,0,0.0,0,0.0,0,0,6375,77040.81,7539723,2,1
SKU1514,20-03-2021,2223.0,18154,18.17217217,999,Makeup,22,20,51,87,476,0,6,82,105,1,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU656,26-03-2022,2649.0,29163,27.59035005,1057,Makeup,38,25,80,172,1247,8,6,84,63,3,15.0,0,0.0,683,2174.82982,73959,4,6024,77040.81,7539723,2,1
SKU1553,16-10-2021,5582.0,31335,19.49906658,1607,Makeup,93,73,184,384,2530,9,8,124,221,4,12.0,0,0.0,805,2435.766687,124377,2,8049,96500.0,7413097,2,1
SKU840,13-08-2022,5470.0,40215,27.88834951,1442,Makeup,16,14,36,54,269,9,8,126,221,2,17.0,0,0.0,1752,9262.284714,334405,6,0,0.0,0,0,1
SKU1025,20-03-2021,4821.0,14917,13.22429078,1128,Skincare,37,15,61,133,1062,2,6,90,62,3,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1548,02-01-2021,3110.0,32436,23.18513224,1399,Skincare,0,0,0,0,0,8,6,94,59,3,27.0,0,0.0,513,1042.325873,88562,2,0,0.0,0,0,1
SKU373,22-10-2022,3323.0,32125,22.83226724,1407,Makeup,0,0,0,0,0,8,5,83,54,4,27.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU252,16-04-2022,3896.0,37126,22.04631829,1684,Skincare,80,67,162,327,1905,13,7,113,209,4,31.0,0,0.0,909,3628.532785,203227,6,6149,77040.81,7539723,2,1
SKU48,13-02-2021,4086.0,26688,17.40900196,1533,Skincare,0,0,0,0,0,0,6,70,86,0,18.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1266,07-08-2021,5760.0,23859,17.41532847,1370,Skincare,85,63,192,413,2705,10,6,90,64,3,3.0,0,0.0,0,0.0,0,0,5812,70287.25,7108033,2,1
SKU143,10-04-2021,5394.0,30238,21.78530259,1388,Makeup,66,37,64,87,381,0,8,167,57,2,17.0,0,0.0,1592,3942.556138,343792,2,0,0.0,0,0,1
SKU732,21-08-2021,5837.0,40857,23.16156463,1764,Makeup,30,37,88,149,721,11,6,67,125,9,27.0,1,625.5313464,635,1718.703838,88764,2,6375,77040.81,7539723,2,1
SKU581,16-01-2021,7074.0,34037,17.91421053,1900,Makeup,0,0,0,0,0,8,6,86,62,5,24.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1136,27-02-2021,4181.0,11927,11.96288867,997,Makeup,24,21,53,88,638,5,7,117,209,7,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1633,21-05-2022,3863.0,26566,27.38762887,970,Skincare,0,0,25,66,403,9,5,85,59,1,6.0,0,0.0,896,3036.427214,169202,4,0,0.0,0,0,0
SKU1930,06-02-2021,4322.0,25533,19.55053599,1306,Makeup,28,18,55,64,407,7,8,125,221,5,4.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1548,28-08-2021,467.0,27756,19.02398903,1459,Skincare,27,20,48,84,561,8,6,94,59,0,6.0,0,0.0,0,0.0,0,0,7236,83014.05,7458220,2,1
SKU293,10-07-2021,2655.0,18541,11.06925373,1675,Makeup,37,26,64,113,574,7,8,127,221,0,15.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1080,28-08-2021,2228.0,18816,13.93777778,1350,Skincare,112,76,213,443,3272,8,8,126,205,9,13.0,0,0.0,0,0.0,0,0,7236,83014.05,7458220,2,1
SKU701,22-05-2021,4071.0,14741,17.50712589,842,Hair Care,94,67,184,372,2550,10,7,121,209,7,24.0,0,0.0,441,1096.303606,107485,2,0,0.0,0,0,0
SKU859,03-04-2021,2798.0,16349,22.15311653,738,Makeup,28,10,45,80,614,0,6,81,108,0,5.0,0,0.0,1107,3171.117718,176491,2,0,0.0,0,0,0
SKU402,23-04-2022,3877.0,37536,26.37807449,1423,Makeup,116,71,180,328,2086,10,6,72,129,3,14.0,1,803.4694741,942,3626.782949,126202,2,4791,56344.76,5344861,2,1
SKU1548,18-06-2022,1150.0,32354,20.31010672,1593,Skincare,44,26,71,135,931,8,6,94,59,4,14.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU199,06-02-2021,4631.0,18604,15.83319149,1175,Makeup,91,71,184,373,2373,0,6,75,95,9,20.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1879,05-03-2022,1243.0,16463,16.51253761,997,Skincare,61,36,90,163,1042,12,6,91,62,0,22.0,1,159.5286146,0,0.0,0,0,3479,40244.28,3856872,2,0
SKU92,20-08-2022,3778.0,19251,12.51690507,1538,Hair Care,0,8,19,0,0,7,5,84,58,0,26.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU840,29-01-2022,4355.0,20843,21.26836735,980,Makeup,0,0,0,0,0,9,8,126,221,0,16.0,0,0.0,0,0.0,0,0,3479,40244.28,3856872,2,0
SKU252,16-01-2021,3105.0,21022,21.06412826,998,Skincare,26,27,61,109,516,13,7,113,209,0,18.0,1,71.92738685,1355,2444.753107,253218,2,0,0.0,0,0,0
SKU499,06-11-2021,3680.0,16027,13.46806723,1190,Makeup,20,18,40,63,365,0,6,80,104,2,3.0,0,0.0,677,1596.986383,64109,4,5379,61559.15,6156021,4,1
SKU786,17-04-2021,3537.0,30211,34.80529954,868,Makeup,15,10,37,72,483,16,7,137,123,0,17.0,0,0.0,1870,4174.733317,480461,4,0,0.0,0,0,0
SKU1930,01-10-2022,1431.0,25179,40.41573034,623,Makeup,67,40,173,273,1677,7,8,125,221,3,12.0,0,0.0,430,1059.387886,53383,2,0,0.0,0,0,0
SKU1841,16-07-2022,3365.0,19418,23.56553398,824,Hair Care,56,33,90,154,1100,9,6,88,61,3,16.0,0,0.0,945,4434.116714,194405,4,0,0.0,0,0,0
SKU801,03-09-2022,3190.0,25077,19.57611241,1281,Skincare,46,29,40,73,420,12,7,117,209,4,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU619,30-01-2021,4135.0,18670,15.48092869,1206,Makeup,0,0,0,0,0,0,8,158,158,0,19.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU145,28-05-2022,4775.0,26772,17.90769231,1495,Hair Care,62,42,122,284,2133,16,7,139,201,0,7.0,0,0.0,738,1457.921318,157329,2,0,0.0,0,0,1
SKU1393,04-12-2021,4071.0,35098,21.22007255,1654,Makeup,75,58,170,369,2491,3,7,114,209,1,3.0,0,0.0,1168,6059.421995,228896,2,4330,56344.76,5344861,4,1
SKU451,10-04-2021,402.0,23536,24.16427105,974,Hair Care,16,0,26,71,523,0,8,162,158,6,13.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU978,17-04-2021,332.0,11318,11.81419624,958,Skincare,0,0,0,38,193,0,8,167,158,4,33.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU998,24-04-2021,1992.0,25414,15.06461174,1687,Makeup,36,24,49,129,755,14,7,122,209,5,26.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU386,26-03-2022,3448.0,14837,15.39107884,964,Makeup,98,49,136,249,1646,10,6,86,65,5,43.0,1,182.0642562,0,0.0,0,0,6024,77040.81,7539723,2,0
SKU1431,10-07-2021,4428.0,20228,15.38250951,1315,Skincare,126,79,221,473,3401,9,8,126,149,9,20.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1731,04-09-2021,1483.0,26258,24.33549583,1079,Skincare,83,56,146,320,2063,12,7,117,209,6,19.0,0,0.0,726,2607.177283,92741,2,11303,118307.34,9990498,4,1
SKU1830,29-01-2022,4609.0,12305,21.43728223,574,Hair Care,213,149,403,886,5894,0,6,84,112,7,5.0,0,0.0,0,0.0,0,0,3479,40244.28,3856872,2,0
SKU1544,25-09-2021,2877.0,24409,35.02008608,697,Makeup,0,0,0,0,0,13,6,90,67,1,12.0,0,0.0,755,4726.550327,117253,2,10801,118307.34,9990498,6,0
SKU402,17-09-2022,1080.0,12198,27.65986395,441,Makeup,140,82,221,408,2584,10,6,72,129,7,34.0,0,0.0,434,965.2828606,50026,4,0,0.0,0,0,0
SKU1827,22-10-2022,3719.0,26276,25.63512195,1025,Makeup,87,53,167,302,2227,0,6,77,99,7,9.0,0,0.0,558,1515.598537,50145,4,0,0.0,0,0,1
SKU656,01-01-2022,2631.0,22557,27.40826245,823,Makeup,22,10,49,112,893,8,6,84,63,3,4.0,0,0.0,568,1348.594444,51659,2,5379,61559.15,6156021,2,0
SKU1393,08-10-2022,5420.0,32989,17.82225824,1851,Makeup,131,90,274,601,4051,3,7,114,209,8,36.0,0,0.0,964,3204.138104,131711,2,0,0.0,0,0,1
SKU293,17-12-2022,2993.0,44891,20.9771028,2140,Makeup,61,39,108,217,1298,7,8,127,221,0,3.0,0,0.0,729,2837.40871,126999,2,0,0.0,0,0,1
SKU1303,15-01-2022,4381.0,21391,16.68564743,1282,Makeup,57,42,128,224,1464,0,6,82,186,7,45.0,0,0.0,443,1290.452958,93950,4,4330,56344.76,5344861,2,1
SKU957,02-01-2021,2765.0,20318,15.33433962,1325,Skincare,0,0,0,0,0,10,6,89,68,6,25.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU204,28-08-2021,1927.0,25491,15.49604863,1645,Skincare,80,55,166,300,2121,10,7,151,186,7,14.0,0,0.0,786,2251.647669,91431,4,7236,83014.05,7458220,2,1
SKU145,12-06-2021,2893.0,12081,10.36106346,1166,Hair Care,49,30,99,239,1735,16,7,139,201,4,30.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1274,28-08-2021,3904.0,25628,14.07358594,1821,Hair Care,31,17,34,83,589,12,6,106,203,6,16.0,0,0.0,0,0.0,0,0,7236,83014.05,7458220,2,1
SKU1056,20-02-2021,1327.0,23941,21.58791704,1109,Makeup,97,62,195,373,2382,0,5,73,92,10,27.0,0,0.0,408,995.1861014,217576,2,0,0.0,0,0,1
SKU957,24-04-2021,2703.0,27019,14.6762629,1841,Skincare,0,0,0,0,0,10,6,89,68,3,6.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU28,17-04-2021,3170.0,7312,13.46593002,543,Makeup,62,56,124,270,1626,4,6,88,59,4,38.0,0,0.0,1351,3503.853816,295596,2,0,0.0,0,0,0
SKU603,30-04-2022,2891.0,28002,21.5234435,1301,Makeup,34,21,64,96,692,3,6,85,62,1,3.0,0,0.0,0,0.0,0,0,4330,56344.76,5344861,4,1
SKU562,28-05-2022,3931.0,28732,18.34738186,1566,Skincare,53,30,94,230,1794,0,6,77,99,6,14.0,0,0.0,731,4919.159359,192701,4,0,0.0,0,0,1
SKU1512,19-11-2022,4078.0,22022,18.85445205,1168,Hair Care,74,45,97,153,843,13,7,111,209,4,21.0,0,0.0,1193,6987.01619,242966,4,0,0.0,0,0,1
SKU588,06-11-2021,2087.0,21327,15.40968208,1384,Makeup,83,59,119,290,1752,14,6,92,61,3,23.0,0,0.0,675,1812.185406,93269,4,5379,61559.15,6156021,4,1
SKU1827,26-06-2021,3523.0,17582,22.74514877,773,Makeup,59,42,117,203,1417,0,6,77,99,3,23.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU529,20-03-2021,3950.0,29446,27.62288931,1066,Skincare,38,26,56,122,732,5,6,89,62,4,24.0,0,0.0,1588,3318.432111,404871,2,0,0.0,0,0,1
SKU899,29-10-2022,3906.0,31462,22.83164006,1378,Hair Care,59,44,113,235,1363,0,6,81,105,0,38.0,0,0.0,676,2664.793589,199281,2,0,0.0,0,0,1
SKU1228,30-07-2022,3232.0,32227,27.8298791,1158,Hair Care,40,37,71,158,1083,11,6,93,61,4,19.0,0,0.0,652,1657.043999,144576,4,0,0.0,0,0,1
SKU961,18-09-2021,614.0,13676,46.35932203,295,Hair Care,0,0,0,0,0,9,8,126,221,5,3.0,0,0.0,592,1060.250428,103286,2,11557,130779.05,10922773,6,0
SKU92,17-12-2022,5337.0,29215,13.30979499,2195,Hair Care,0,8,19,0,0,7,5,84,58,3,31.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1337,13-11-2021,3246.0,34275,26.61102484,1288,Skincare,85,52,125,262,1860,14,7,100,209,5,9.0,0,0.0,614,2210.422038,69604,2,5379,61559.15,6156021,4,1
SKU786,20-02-2021,3229.0,26719,36.25373134,737,Makeup,14,10,37,72,483,16,7,137,123,0,17.0,0,0.0,1807,3204.584395,530887,2,0,0.0,0,0,0
SKU1924,23-01-2021,3621.0,6645,9.800884956,678,Makeup,46,24,59,114,729,8,7,118,209,0,17.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU481,12-02-2022,2181.0,7610,8.521836506,893,Skincare,126,100,270,549,3483,0,8,173,158,4,18.0,0,0.0,0,0.0,0,0,5379,61559.15,6156021,2,0
SKU1506,13-08-2022,3932.0,18025,19.09427966,944,Makeup,87,57,181,277,1717,8,8,126,221,12,25.0,1,195.2767444,820,3538.173346,125522,2,0,0.0,0,0,0
SKU978,29-10-2022,2946.0,29282,14.40334481,2033,Skincare,14,9,0,74,533,0,8,167,158,2,21.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1376,06-08-2022,4382.0,28726,29.8917794,961,Makeup,54,42,116,252,1843,12,7,118,209,7,7.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1094,19-03-2022,1898.0,20668,24.6047619,840,Makeup,99,83,233,483,3114,8,8,125,75,5,33.0,1,161.9760289,606,2101.079007,50222,4,5744,63978.2,6594469,2,0
SKU92,21-08-2021,2604.0,21592,13.85879332,1558,Hair Care,0,0,0,0,0,7,5,84,58,0,18.0,0,0.0,718,2140.352303,132480,2,6375,77040.81,7539723,2,1
SKU1582,13-02-2021,1544.327503,16468,22.68319559,726,Makeup,0,0,0,0,0,13,7,113,166,4,5.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1560,23-01-2021,4307.0,12821,15.65445665,819,Hair Care,0,0,0,0,0,8,8,125,221,2,4.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU389,19-06-2021,4678.0,11755,36.05828221,326,Skincare,61,33,54,66,285,7,6,84,62,3,29.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU895,12-11-2022,3380.0,37068,19.08753862,1942,Makeup,0,0,0,0,0,7,8,127,221,0,12.0,0,0.0,662,1000.42584,103205,2,0,0.0,0,0,1
SKU389,30-01-2021,470.0,7910,30.07604563,263,Skincare,45,23,21,0,0,7,6,84,62,2,20.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1680,19-03-2022,1686.0,12534,14.65964912,855,Makeup,19,19,34,69,442,12,7,113,209,0,22.0,0,0.0,402,1013.217475,121939,4,5744,63978.2,6594469,2,0
SKU1544,27-02-2021,4704.0,27995,35.48162231,789,Makeup,0,0,0,0,0,13,6,90,67,1,14.0,0,0.0,1490,3411.102515,448640,2,0,0.0,0,0,0
SKU772,03-07-2021,3513.0,18941,11.85294118,1598,Skincare,29,26,78,138,780,12,5,83,60,4,15.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU824,06-02-2021,5555.0,26117,25.9612326,1006,Hair Care,0,0,0,0,0,4,6,87,57,0,18.0,0,0.0,2099,3076.660141,695392,4,0,0.0,0,0,1
SKU150,29-01-2022,2812.0,21191,20.57378641,1030,Skincare,60,50,120,241,1219,6,7,105,209,1,9.0,0,0.0,389,986.4128106,112150,2,3479,40244.28,3856872,2,1
SKU271,17-12-2022,3499.0,32355,24.21781437,1336,Makeup,23,18,70,138,1133,10,8,126,221,0,42.0,0,0.0,1069,4682.051514,157531,4,0,0.0,0,0,1
SKU1468,02-10-2021,3534.0,31016,18.04304828,1719,Makeup,90,65,189,402,2655,9,5,127,221,2,13.0,0,0.0,534,937.228707,60474,2,6491,83933.1,7960863,2,1
SKU271,18-06-2022,4141.0,39930,21.2055231,1883,Makeup,23,18,70,138,1133,10,8,126,221,2,41.0,0,0.0,971,5080.949361,169646,2,0,0.0,0,0,1
SKU1484,01-01-2022,1955.0,11869,15.45442708,768,Makeup,68,59,126,264,1583,11,7,85,209,0,18.0,0,0.0,0,0.0,0,0,5379,61559.15,6156021,2,0
SKU361,31-12-2022,4703.0,36101,23.02359694,1568,Makeup,0,0,0,0,0,7,7,125,221,0,30.0,0,0.0,590,1787.606951,108620,2,0,0.0,0,0,1
SKU440,12-03-2022,2169.0,12794,22.5643739,567,Skincare,0,0,0,0,0,0,8,165,158,0,11.0,1,356.2784152,0,0.0,0,0,5744,63978.2,6594469,2,0
SKU469,05-03-2022,1824.0,32720,36.15469613,905,Makeup,110,77,204,416,2938,16,7,139,123,5,4.0,1,109.494302,764,2159.47713,198756,6,3479,40244.28,3856872,2,0
SKU712,22-10-2022,1959.0,33734,25.06240713,1346,Makeup,0,0,0,0,0,11,6,71,128,0,19.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1304,28-05-2022,5047.0,40583,29.17541337,1391,Makeup,59,44,108,209,1069,0,6,75,164,0,43.0,0,0.0,1514,6447.106373,268678,4,0,0.0,0,0,1
SKU1468,06-08-2022,2902.0,28858,26.59723502,1085,Makeup,119,86,227,533,3540,9,5,127,221,9,19.0,0,0.0,912,3370.01762,129026,2,0,0.0,0,0,1
SKU1407,10-09-2022,4436.0,29964,16.23185265,1846,Skincare,69,50,182,351,2697,7,7,84,62,8,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU649,19-06-2021,1215.0,9012,16.0071048,563,Skincare,19,7,0,0,0,5,5,84,58,5,8.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU786,16-01-2021,4827.0,35145,31.69071235,1109,Makeup,0,0,0,0,0,16,7,137,123,0,17.0,0,0.0,2058,2986.949847,544173,4,0,0.0,0,0,1
SKU1376,17-04-2021,5404.0,30595,20.89822404,1464,Makeup,28,23,62,146,1111,12,7,118,209,8,17.0,0,0.0,925,1811.148391,147940,2,0,0.0,0,0,1
SKU190,14-05-2022,3358.0,33856,24.14835949,1402,Makeup,69,37,146,303,1971,7,6,87,60,5,4.0,0,0.0,676,2995.268408,136590,4,0,0.0,0,0,1
SKU169,02-04-2022,1865.0,25733,46.87249545,549,Makeup,69,44,132,313,2113,10,7,152,186,7,42.0,0,0.0,0,0.0,0,0,4791,56344.76,5344861,2,0
SKU1680,05-11-2022,2054.0,22814,16.38936782,1392,Makeup,19,19,34,69,442,12,7,113,209,0,16.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU701,15-10-2022,2917.0,26726,48.32911392,553,Hair Care,149,105,295,589,4132,10,7,121,209,4,6.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1090,22-01-2022,4247.0,27084,26.92246521,1006,Hair Care,47,35,100,178,1134,4,6,135,59,5,39.0,0,0.0,1504,3576.897155,294686,4,3219,40244.28,3856872,2,1
SKU1655,22-10-2022,2118.0,21304,25.30166271,842,Skincare,35,25,73,161,1036,10,6,72,129,2,30.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1093,15-01-2022,3260.0,25569,22.06125971,1159,Makeup,65,47,85,175,1004,16,8,162,158,2,9.0,0,0.0,0,0.0,0,0,4330,56344.76,5344861,2,1
SKU1093,31-12-2022,3843.0,28709,23.39771801,1227,Makeup,110,74,176,327,1978,16,8,162,158,3,21.0,0,0.0,717,3550.684118,99140,4,0,0.0,0,0,1
SKU469,11-12-2021,1552.0,33685,41.33128834,815,Makeup,103,74,200,402,2829,16,7,139,123,4,3.0,0,0.0,559,2145.876886,72307,2,0,0.0,0,0,0
SKU1387,31-07-2021,2763.0,20098,17.72310406,1134,Makeup,23,18,49,89,424,0,6,77,98,10,33.0,0,0.0,0,0.0,0,0,6375,77040.81,7539723,2,1
SKU1825,01-01-2022,1899.0,20141,24.17887155,833,Makeup,76,55,128,241,1437,0,6,86,116,4,15.0,0,0.0,594,1335.115036,50193,2,5379,61559.15,6156021,2,0
SKU499,14-05-2022,3448.0,21424,15.47976879,1384,Makeup,29,18,40,63,365,0,6,80,104,1,3.0,0,0.0,725,2335.199655,132262,4,0,0.0,0,0,1
SKU801,16-10-2021,4224.0,23998,14.4305472,1663,Skincare,38,17,40,65,417,12,7,117,209,6,20.0,0,0.0,0,0.0,0,0,8049,96500.0,7413097,2,1
SKU108,02-04-2022,1865.0,25733,46.87249545,549,Makeup,185,129,376,695,4327,0,6,79,100,8,31.0,2,1073.852745,0,0.0,0,0,4791,56344.76,5344861,2,0
SKU1830,16-07-2022,4581.0,20182,33.69282137,599,Hair Care,241,165,455,988,6588,0,6,84,112,8,22.0,0,0.0,609,1447.224764,66642,2,0,0.0,0,0,0
SKU1106,20-08-2022,922.5039894,17101,38.95444191,439,Makeup,72,62,192,422,3087,0,7,82,105,3,11.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1025,06-03-2021,5573.0,13894,11.48264463,1210,Skincare,35,13,56,129,996,2,6,90,62,3,3.0,0,0.0,1400,2775.038953,212057,2,0,0.0,0,0,1
SKU1274,24-04-2021,5993.0,26345,16.6005041,1587,Hair Care,23,15,21,63,426,12,6,106,203,9,34.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU469,16-04-2022,1702.0,37374,33.60971223,1112,Makeup,110,77,204,416,2938,16,7,139,123,6,10.0,0,0.0,618,2145.329446,175994,6,6149,77040.81,7539723,2,1
SKU209,08-10-2022,2343.0,22625,17.19224924,1316,Makeup,123,89,236,521,2989,11,7,119,209,3,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU125,05-11-2022,4194.0,34855,38.59911406,903,Makeup,88,51,156,335,2389,13,7,137,209,9,36.0,0,0.0,1197,5668.962724,310907,4,0,0.0,0,0,0
SKU815,29-01-2022,4334.0,17900,20.66974596,866,Makeup,0,0,0,0,0,13,5,82,59,0,22.0,0,0.0,0,0.0,0,0,3479,40244.28,3856872,2,0
SKU361,15-05-2021,4132.0,24329,26.82359427,907,Makeup,0,0,0,0,0,7,7,125,221,2,18.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1582,02-10-2021,2783.0,31026,17.93410405,1730,Makeup,38,29,71,124,693,13,7,113,166,8,16.0,0,0.0,771,4731.817628,116121,4,6491,83933.1,7960863,2,1
SKU140,03-09-2022,1984.0,24662,21.76699029,1133,Skincare,132,90,243,480,2787,10,7,151,157,2,43.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1266,21-08-2021,5631.0,22111,18.10892711,1221,Skincare,85,63,192,413,2705,10,6,90,64,4,3.0,0,0.0,0,0.0,0,0,6375,77040.81,7539723,2,1
SKU140,04-06-2022,4046.0,26788,17.37224384,1542,Skincare,118,80,196,390,2327,10,7,151,157,4,40.0,0,0.0,1320,6986.136268,220106,4,0,0.0,0,0,1
SKU1830,12-03-2022,2922.0,11609,26.9350348,431,Hair Care,227,160,432,941,6253,0,6,84,112,8,26.0,0,0.0,0,0.0,0,0,5744,63978.2,6594469,2,0
SKU765,17-07-2021,7879.0,39438,18.33472803,2151,Skincare,0,0,0,0,0,0,6,76,96,2,27.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU125,16-01-2021,5160.0,23934,24.17575758,990,Makeup,0,0,0,0,0,13,7,137,209,10,27.0,0,0.0,834,2005.427193,88926,2,0,0.0,0,0,0
SKU119,08-10-2022,2681.0,33682,31.36126629,1074,Skincare,87,58,172,390,2644,11,6,70,148,6,9.0,0,0.0,677,2129.826943,91395,4,0,0.0,0,0,1
SKU1094,03-04-2021,5461.0,38494,21.80963173,1765,Makeup,74,65,172,333,2142,8,8,125,75,5,22.0,1,201.2978893,1479,3658.257423,270653,2,0,0.0,0,0,1
SKU327,04-06-2022,3812.0,27952,26.59562322,1051,Makeup,35,14,30,0,0,11,6,67,125,0,33.0,0,0.0,1637,8434.901709,394676,6,0,0.0,0,0,1
SKU1087,02-10-2021,4474.0,28538,14.55277919,1961,Makeup,67,52,153,356,2622,0,6,80,89,7,11.0,0,0.0,814,4883.030821,135259,4,6491,83933.1,7960863,2,1
SKU1514,23-10-2021,3434.0,34333,20.54637941,1671,Makeup,30,24,64,115,653,0,6,82,105,0,7.0,0,0.0,0,0.0,0,0,11413,125721.77,10372142,6,1
SKU499,29-10-2022,5205.0,29780,17.15437788,1736,Makeup,37,25,73,146,643,0,6,80,104,0,41.0,0,0.0,1779,8435.985858,445566,6,0,0.0,0,0,1
SKU1924,09-01-2021,5691.0,13210,16.43034826,804,Makeup,45,23,58,112,716,8,7,118,209,0,19.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU361,16-04-2022,3203.0,28222,22.10023493,1277,Makeup,0,0,0,0,0,7,7,125,221,0,30.0,1,1131.846264,0,0.0,0,0,6149,77040.81,7539723,2,1
SKU1776,12-03-2022,5025.0,25798,13.74427278,1877,Makeup,124,85,261,485,3406,6,8,126,221,5,3.0,0,0.0,0,0.0,0,0,5744,63978.2,6594469,2,1
